window_seconds,mean_macro_f1,std_macro_f1,mean_accuracy,mean_balanced_accuracy,folds,model_status
1,0.20767885735389308,0.013955406184408003,0.5522230995491431,0.24014498940268422,4,raw_single_seed_confirmatory_control
3,0.25417851812014897,0.028763960301527655,0.5686713375992123,0.29630861023432253,4,raw_single_seed_confirmatory_control
