window_seconds,variant,test_day,decoder,true_room,pred_room,count
1,M2,2023-04-12,raw,513,520,0
1,M2,2023-04-12,raw,513,522,0
1,M2,2023-04-12,raw,513,523,0
1,M2,2023-04-12,raw,513,cafeteria,4
1,M2,2023-04-12,raw,513,cleaning,25
1,M2,2023-04-12,raw,513,hallway,0
1,M2,2023-04-12,raw,513,kitchen,1
1,M2,2023-04-12,raw,513,nurse station,7
1,M2,2023-04-12,raw,515,501,14
1,M2,2023-04-12,raw,515,502,1
1,M2,2023-04-12,raw,515,505,3
1,M2,2023-04-12,raw,515,506,0
1,M2,2023-04-12,raw,515,511,0
1,M2,2023-04-12,raw,515,512,0
1,M2,2023-04-12,raw,515,513,6
1,M2,2023-04-12,raw,515,515,15
1,M2,2023-04-12,raw,515,517,0
1,M2,2023-04-12,raw,515,518,0
1,M2,2023-04-12,raw,515,520,0
1,M2,2023-04-12,raw,515,522,0
1,M2,2023-04-12,raw,515,523,0
1,M2,2023-04-12,raw,515,cafeteria,0
1,M2,2023-04-12,raw,515,cleaning,0
1,M2,2023-04-12,raw,515,hallway,0
1,M2,2023-04-12,raw,515,kitchen,0
1,M2,2023-04-12,raw,515,nurse station,0
1,M2,2023-04-12,raw,517,501,0
1,M2,2023-04-12,raw,517,502,0
1,M2,2023-04-12,raw,517,505,2
1,M2,2023-04-12,raw,517,506,0
1,M2,2023-04-12,raw,517,511,0
1,M2,2023-04-12,raw,517,512,0
1,M2,2023-04-12,raw,517,513,0
1,M2,2023-04-12,raw,517,515,0
1,M2,2023-04-12,raw,517,517,0
1,M2,2023-04-12,raw,517,518,0
1,M2,2023-04-12,raw,517,520,0
1,M2,2023-04-12,raw,517,522,0
1,M2,2023-04-12,raw,517,523,0
1,M2,2023-04-12,raw,517,cafeteria,0
1,M2,2023-04-12,raw,517,cleaning,0
1,M2,2023-04-12,raw,517,hallway,0
1,M2,2023-04-12,raw,517,kitchen,0
1,M2,2023-04-12,raw,517,nurse station,0
1,M2,2023-04-12,raw,518,501,0
1,M2,2023-04-12,raw,518,502,0
1,M2,2023-04-12,raw,518,505,0
1,M2,2023-04-12,raw,518,506,0
1,M2,2023-04-12,raw,518,511,1
1,M2,2023-04-12,raw,518,512,0
1,M2,2023-04-12,raw,518,513,0
1,M2,2023-04-12,raw,518,515,0
1,M2,2023-04-12,raw,518,517,0
1,M2,2023-04-12,raw,518,518,3
1,M2,2023-04-12,raw,518,520,3
1,M2,2023-04-12,raw,518,522,0
1,M2,2023-04-12,raw,518,523,0
1,M2,2023-04-12,raw,518,cafeteria,0
1,M2,2023-04-12,raw,518,cleaning,0
1,M2,2023-04-12,raw,518,hallway,3
1,M2,2023-04-12,raw,518,kitchen,0
1,M2,2023-04-12,raw,518,nurse station,3
1,M2,2023-04-12,raw,520,501,0
1,M2,2023-04-12,raw,520,502,0
1,M2,2023-04-12,raw,520,505,0
1,M2,2023-04-12,raw,520,506,0
1,M2,2023-04-12,raw,520,511,2
1,M2,2023-04-12,raw,520,512,0
1,M2,2023-04-12,raw,520,513,0
1,M2,2023-04-12,raw,520,515,0
1,M2,2023-04-12,raw,520,517,0
1,M2,2023-04-12,raw,520,518,20
1,M2,2023-04-12,raw,520,520,148
1,M2,2023-04-12,raw,520,522,3
1,M2,2023-04-12,raw,520,523,1
1,M2,2023-04-12,raw,520,cafeteria,0
1,M2,2023-04-12,raw,520,cleaning,0
1,M2,2023-04-12,raw,520,hallway,14
1,M2,2023-04-12,raw,520,kitchen,0
1,M2,2023-04-12,raw,520,nurse station,2
1,M2,2023-04-12,raw,522,501,0
1,M2,2023-04-12,raw,522,502,0
1,M2,2023-04-12,raw,522,505,0
1,M2,2023-04-12,raw,522,506,0
1,M2,2023-04-12,raw,522,511,1
1,M2,2023-04-12,raw,522,512,0
1,M2,2023-04-12,raw,522,513,0
1,M2,2023-04-12,raw,522,515,0
1,M2,2023-04-12,raw,522,517,0
1,M2,2023-04-12,raw,522,518,0
1,M2,2023-04-12,raw,522,520,1
1,M2,2023-04-12,raw,522,522,12
1,M2,2023-04-12,raw,522,523,3
1,M2,2023-04-12,raw,522,cafeteria,0
1,M2,2023-04-12,raw,522,cleaning,0
1,M2,2023-04-12,raw,522,hallway,0
1,M2,2023-04-12,raw,522,kitchen,0
1,M2,2023-04-12,raw,522,nurse station,0
1,M2,2023-04-12,raw,523,501,0
1,M2,2023-04-12,raw,523,502,0
1,M2,2023-04-12,raw,523,505,0
1,M2,2023-04-12,raw,523,506,0
1,M2,2023-04-12,raw,523,511,5
1,M2,2023-04-12,raw,523,512,35
1,M2,2023-04-12,raw,523,513,0
1,M2,2023-04-12,raw,523,515,0
1,M2,2023-04-12,raw,523,517,0
1,M2,2023-04-12,raw,523,518,0
1,M2,2023-04-12,raw,523,520,0
1,M2,2023-04-12,raw,523,522,10
1,M2,2023-04-12,raw,523,523,55
1,M2,2023-04-12,raw,523,cafeteria,0
1,M2,2023-04-12,raw,523,cleaning,0
1,M2,2023-04-12,raw,523,hallway,5
1,M2,2023-04-12,raw,523,kitchen,0
1,M2,2023-04-12,raw,523,nurse station,0
1,M2,2023-04-12,raw,cafeteria,501,0
1,M2,2023-04-12,raw,cafeteria,502,0
1,M2,2023-04-12,raw,cafeteria,505,2
1,M2,2023-04-12,raw,cafeteria,506,72
1,M2,2023-04-12,raw,cafeteria,511,0
1,M2,2023-04-12,raw,cafeteria,512,0
1,M2,2023-04-12,raw,cafeteria,513,0
1,M2,2023-04-12,raw,cafeteria,515,0
1,M2,2023-04-12,raw,cafeteria,517,0
1,M2,2023-04-12,raw,cafeteria,518,11
1,M2,2023-04-12,raw,cafeteria,520,4
1,M2,2023-04-12,raw,cafeteria,522,0
1,M2,2023-04-12,raw,cafeteria,523,0
1,M2,2023-04-12,raw,cafeteria,cafeteria,172
1,M2,2023-04-12,raw,cafeteria,cleaning,33
1,M2,2023-04-12,raw,cafeteria,hallway,0
1,M2,2023-04-12,raw,cafeteria,kitchen,704
1,M2,2023-04-12,raw,cafeteria,nurse station,250
1,M2,2023-04-12,raw,cleaning,501,0
1,M2,2023-04-12,raw,cleaning,502,0
1,M2,2023-04-12,raw,cleaning,505,6
1,M2,2023-04-12,raw,cleaning,506,132
1,M2,2023-04-12,raw,cleaning,511,1
1,M2,2023-04-12,raw,cleaning,512,0
1,M2,2023-04-12,raw,cleaning,513,0
1,M2,2023-04-12,raw,cleaning,515,0
1,M2,2023-04-12,raw,cleaning,517,17
1,M2,2023-04-12,raw,cleaning,518,7
1,M2,2023-04-12,raw,cleaning,520,4
1,M2,2023-04-12,raw,cleaning,522,1
1,M2,2023-04-12,raw,cleaning,523,0
1,M2,2023-04-12,raw,cleaning,cafeteria,13
1,M2,2023-04-12,raw,cleaning,cleaning,131
1,M2,2023-04-12,raw,cleaning,hallway,8
1,M2,2023-04-12,raw,cleaning,kitchen,41
1,M2,2023-04-12,raw,cleaning,nurse station,114
1,M2,2023-04-12,raw,hallway,501,0
1,M2,2023-04-12,raw,hallway,502,0
1,M2,2023-04-12,raw,hallway,505,2
1,M2,2023-04-12,raw,hallway,506,23
1,M2,2023-04-12,raw,hallway,511,3
1,M2,2023-04-12,raw,hallway,512,0
1,M2,2023-04-12,raw,hallway,513,0
1,M2,2023-04-12,raw,hallway,515,0
1,M2,2023-04-12,raw,hallway,517,2
1,M2,2023-04-12,raw,hallway,518,21
1,M2,2023-04-12,raw,hallway,520,15
1,M2,2023-04-12,raw,hallway,522,0
1,M2,2023-04-12,raw,hallway,523,0
1,M2,2023-04-12,raw,hallway,cafeteria,16
1,M2,2023-04-12,raw,hallway,cleaning,13
1,M2,2023-04-12,raw,hallway,hallway,2
1,M2,2023-04-12,raw,hallway,kitchen,19
1,M2,2023-04-12,raw,hallway,nurse station,210
1,M2,2023-04-12,raw,kitchen,501,0
1,M2,2023-04-12,raw,kitchen,502,0
1,M2,2023-04-12,raw,kitchen,505,6
1,M2,2023-04-12,raw,kitchen,506,69
1,M2,2023-04-12,raw,kitchen,511,1
1,M2,2023-04-12,raw,kitchen,512,0
1,M2,2023-04-12,raw,kitchen,513,0
1,M2,2023-04-12,raw,kitchen,515,0
1,M2,2023-04-12,raw,kitchen,517,3
1,M2,2023-04-12,raw,kitchen,518,4
1,M2,2023-04-12,raw,kitchen,520,1
1,M2,2023-04-12,raw,kitchen,522,1
1,M2,2023-04-12,raw,kitchen,523,1
1,M2,2023-04-12,raw,kitchen,cafeteria,188
1,M2,2023-04-12,raw,kitchen,cleaning,13
1,M2,2023-04-12,raw,kitchen,hallway,8
1,M2,2023-04-12,raw,kitchen,kitchen,1302
1,M2,2023-04-12,raw,kitchen,nurse station,106
1,M2,2023-04-12,raw,nurse station,501,0
1,M2,2023-04-12,raw,nurse station,502,0
1,M2,2023-04-12,raw,nurse station,505,0
1,M2,2023-04-12,raw,nurse station,506,87
1,M2,2023-04-12,raw,nurse station,511,16
1,M2,2023-04-12,raw,nurse station,512,5
1,M2,2023-04-12,raw,nurse station,513,2
1,M2,2023-04-12,raw,nurse station,515,1
1,M2,2023-04-12,raw,nurse station,517,1
1,M2,2023-04-12,raw,nurse station,518,69
1,M2,2023-04-12,raw,nurse station,520,66
1,M2,2023-04-12,raw,nurse station,522,7
1,M2,2023-04-12,raw,nurse station,523,8
1,M2,2023-04-12,raw,nurse station,cafeteria,47
1,M2,2023-04-12,raw,nurse station,cleaning,58
1,M2,2023-04-12,raw,nurse station,hallway,26
1,M2,2023-04-12,raw,nurse station,kitchen,90
1,M2,2023-04-12,raw,nurse station,nurse station,782
1,M2,2023-04-12,causal_smoothing,501,501,3
1,M2,2023-04-12,causal_smoothing,501,502,0
1,M2,2023-04-12,causal_smoothing,501,505,0
1,M2,2023-04-12,causal_smoothing,501,506,0
1,M2,2023-04-12,causal_smoothing,501,511,0
1,M2,2023-04-12,causal_smoothing,501,512,0
1,M2,2023-04-12,causal_smoothing,501,513,5
1,M2,2023-04-12,causal_smoothing,501,515,7
1,M2,2023-04-12,causal_smoothing,501,517,0
1,M2,2023-04-12,causal_smoothing,501,518,0
1,M2,2023-04-12,causal_smoothing,501,520,0
1,M2,2023-04-12,causal_smoothing,501,522,0
1,M2,2023-04-12,causal_smoothing,501,523,0
1,M2,2023-04-12,causal_smoothing,501,cafeteria,0
1,M2,2023-04-12,causal_smoothing,501,cleaning,0
1,M2,2023-04-12,causal_smoothing,501,hallway,0
1,M2,2023-04-12,causal_smoothing,501,kitchen,0
1,M2,2023-04-12,causal_smoothing,501,nurse station,0
1,M2,2023-04-12,causal_smoothing,502,501,1
1,M2,2023-04-12,causal_smoothing,502,502,21
1,M2,2023-04-12,causal_smoothing,502,505,12
1,M2,2023-04-12,causal_smoothing,502,506,0
1,M2,2023-04-12,causal_smoothing,502,511,0
1,M2,2023-04-12,causal_smoothing,502,512,0
1,M2,2023-04-12,causal_smoothing,502,513,15
1,M2,2023-04-12,causal_smoothing,502,515,1
1,M2,2023-04-12,causal_smoothing,502,517,19
1,M2,2023-04-12,causal_smoothing,502,518,0
1,M2,2023-04-12,causal_smoothing,502,520,0
1,M2,2023-04-12,causal_smoothing,502,522,0
1,M2,2023-04-12,causal_smoothing,502,523,0
1,M2,2023-04-12,causal_smoothing,502,cafeteria,0
1,M2,2023-04-12,causal_smoothing,502,cleaning,0
1,M2,2023-04-12,causal_smoothing,502,hallway,0
1,M2,2023-04-12,causal_smoothing,502,kitchen,0
1,M2,2023-04-12,causal_smoothing,502,nurse station,0
1,M2,2023-04-12,causal_smoothing,505,501,0
1,M2,2023-04-12,causal_smoothing,505,502,0
1,M2,2023-04-12,causal_smoothing,505,505,0
1,M2,2023-04-12,causal_smoothing,505,506,1
1,M2,2023-04-12,causal_smoothing,505,511,1
1,M2,2023-04-12,causal_smoothing,505,512,0
1,M2,2023-04-12,causal_smoothing,505,513,0
1,M2,2023-04-12,causal_smoothing,505,515,0
1,M2,2023-04-12,causal_smoothing,505,517,0
1,M2,2023-04-12,causal_smoothing,505,518,0
1,M2,2023-04-12,causal_smoothing,505,520,0
1,M2,2023-04-12,causal_smoothing,505,522,0
1,M2,2023-04-12,causal_smoothing,505,523,0
1,M2,2023-04-12,causal_smoothing,505,cafeteria,0
1,M2,2023-04-12,causal_smoothing,505,cleaning,0
1,M2,2023-04-12,causal_smoothing,505,hallway,0
1,M2,2023-04-12,causal_smoothing,505,kitchen,0
1,M2,2023-04-12,causal_smoothing,505,nurse station,2
1,M2,2023-04-12,causal_smoothing,506,501,0
1,M2,2023-04-12,causal_smoothing,506,502,0
1,M2,2023-04-12,causal_smoothing,506,505,0
1,M2,2023-04-12,causal_smoothing,506,506,71
1,M2,2023-04-12,causal_smoothing,506,511,0
1,M2,2023-04-12,causal_smoothing,506,512,0
1,M2,2023-04-12,causal_smoothing,506,513,0
1,M2,2023-04-12,causal_smoothing,506,515,0
1,M2,2023-04-12,causal_smoothing,506,517,0
1,M2,2023-04-12,causal_smoothing,506,518,0
1,M2,2023-04-12,causal_smoothing,506,520,0
1,M2,2023-04-12,causal_smoothing,506,522,0
1,M2,2023-04-12,causal_smoothing,506,523,0
1,M2,2023-04-12,causal_smoothing,506,cafeteria,1
1,M2,2023-04-12,causal_smoothing,506,cleaning,21
1,M2,2023-04-12,causal_smoothing,506,hallway,0
1,M2,2023-04-12,causal_smoothing,506,kitchen,1
1,M2,2023-04-12,causal_smoothing,506,nurse station,3
1,M2,2023-04-12,causal_smoothing,511,501,0
1,M2,2023-04-12,causal_smoothing,511,502,0
1,M2,2023-04-12,causal_smoothing,511,505,0
1,M2,2023-04-12,causal_smoothing,511,506,0
1,M2,2023-04-12,causal_smoothing,511,511,30
1,M2,2023-04-12,causal_smoothing,511,512,0
1,M2,2023-04-12,causal_smoothing,511,513,0
1,M2,2023-04-12,causal_smoothing,511,515,0
1,M2,2023-04-12,causal_smoothing,511,517,0
1,M2,2023-04-12,causal_smoothing,511,518,0
1,M2,2023-04-12,causal_smoothing,511,520,5
1,M2,2023-04-12,causal_smoothing,511,522,11
1,M2,2023-04-12,causal_smoothing,511,523,0
1,M2,2023-04-12,causal_smoothing,511,cafeteria,0
1,M2,2023-04-12,causal_smoothing,511,cleaning,0
1,M2,2023-04-12,causal_smoothing,511,hallway,0
1,M2,2023-04-12,causal_smoothing,511,kitchen,0
1,M2,2023-04-12,causal_smoothing,511,nurse station,0
1,M2,2023-04-12,causal_smoothing,512,501,0
1,M2,2023-04-12,causal_smoothing,512,502,0
1,M2,2023-04-12,causal_smoothing,512,505,0
1,M2,2023-04-12,causal_smoothing,512,506,0
1,M2,2023-04-12,causal_smoothing,512,511,1
1,M2,2023-04-12,causal_smoothing,512,512,71
1,M2,2023-04-12,causal_smoothing,512,513,0
1,M2,2023-04-12,causal_smoothing,512,515,0
1,M2,2023-04-12,causal_smoothing,512,517,0
1,M2,2023-04-12,causal_smoothing,512,518,0
1,M2,2023-04-12,causal_smoothing,512,520,1
1,M2,2023-04-12,causal_smoothing,512,522,7
1,M2,2023-04-12,causal_smoothing,512,523,36
1,M2,2023-04-12,causal_smoothing,512,cafeteria,0
1,M2,2023-04-12,causal_smoothing,512,cleaning,0
1,M2,2023-04-12,causal_smoothing,512,hallway,10
1,M2,2023-04-12,causal_smoothing,512,kitchen,0
1,M2,2023-04-12,causal_smoothing,512,nurse station,7
1,M2,2023-04-12,causal_smoothing,513,501,40
1,M2,2023-04-12,causal_smoothing,513,502,0
1,M2,2023-04-12,causal_smoothing,513,505,17
1,M2,2023-04-12,causal_smoothing,513,506,19
1,M2,2023-04-12,causal_smoothing,513,511,0
1,M2,2023-04-12,causal_smoothing,513,512,0
1,M2,2023-04-12,causal_smoothing,513,513,44
1,M2,2023-04-12,causal_smoothing,513,515,23
1,M2,2023-04-12,causal_smoothing,513,517,2
1,M2,2023-04-12,causal_smoothing,513,518,0
1,M2,2023-04-12,causal_smoothing,513,520,0
1,M2,2023-04-12,causal_smoothing,513,522,0
1,M2,2023-04-12,causal_smoothing,513,523,0
1,M2,2023-04-12,causal_smoothing,513,cafeteria,4
1,M2,2023-04-12,causal_smoothing,513,cleaning,28
1,M2,2023-04-12,causal_smoothing,513,hallway,0
1,M2,2023-04-12,causal_smoothing,513,kitchen,0
1,M2,2023-04-12,causal_smoothing,513,nurse station,3
1,M2,2023-04-12,causal_smoothing,515,501,19
1,M2,2023-04-12,causal_smoothing,515,502,0
1,M2,2023-04-12,causal_smoothing,515,505,7
1,M2,2023-04-12,causal_smoothing,515,506,0
1,M2,2023-04-12,causal_smoothing,515,511,0
1,M2,2023-04-12,causal_smoothing,515,512,0
1,M2,2023-04-12,causal_smoothing,515,513,4
1,M2,2023-04-12,causal_smoothing,515,515,9
1,M2,2023-04-12,causal_smoothing,515,517,0
1,M2,2023-04-12,causal_smoothing,515,518,0
1,M2,2023-04-12,causal_smoothing,515,520,0
1,M2,2023-04-12,causal_smoothing,515,522,0
1,M2,2023-04-12,causal_smoothing,515,523,0
1,M2,2023-04-12,causal_smoothing,515,cafeteria,0
1,M2,2023-04-12,causal_smoothing,515,cleaning,0
1,M2,2023-04-12,causal_smoothing,515,hallway,0
1,M2,2023-04-12,causal_smoothing,515,kitchen,0
1,M2,2023-04-12,causal_smoothing,515,nurse station,0
1,M2,2023-04-12,causal_smoothing,517,501,0
1,M2,2023-04-12,causal_smoothing,517,502,0
1,M2,2023-04-12,causal_smoothing,517,505,2
1,M2,2023-04-12,causal_smoothing,517,506,0
1,M2,2023-04-12,causal_smoothing,517,511,0
1,M2,2023-04-12,causal_smoothing,517,512,0
1,M2,2023-04-12,causal_smoothing,517,513,0
1,M2,2023-04-12,causal_smoothing,517,515,0
1,M2,2023-04-12,causal_smoothing,517,517,0
1,M2,2023-04-12,causal_smoothing,517,518,0
1,M2,2023-04-12,causal_smoothing,517,520,0
1,M2,2023-04-12,causal_smoothing,517,522,0
1,M2,2023-04-12,causal_smoothing,517,523,0
1,M2,2023-04-12,causal_smoothing,517,cafeteria,0
1,M2,2023-04-12,causal_smoothing,517,cleaning,0
1,M2,2023-04-12,causal_smoothing,517,hallway,0
1,M2,2023-04-12,causal_smoothing,517,kitchen,0
1,M2,2023-04-12,causal_smoothing,517,nurse station,0
1,M2,2023-04-12,causal_smoothing,518,501,0
1,M2,2023-04-12,causal_smoothing,518,502,0
1,M2,2023-04-12,causal_smoothing,518,505,0
1,M2,2023-04-12,causal_smoothing,518,506,0
1,M2,2023-04-12,causal_smoothing,518,511,0
1,M2,2023-04-12,causal_smoothing,518,512,0
1,M2,2023-04-12,causal_smoothing,518,513,0
1,M2,2023-04-12,causal_smoothing,518,515,0
1,M2,2023-04-12,causal_smoothing,518,517,0
1,M2,2023-04-12,causal_smoothing,518,518,1
1,M2,2023-04-12,causal_smoothing,518,520,7
1,M2,2023-04-12,causal_smoothing,518,522,0
1,M2,2023-04-12,causal_smoothing,518,523,0
1,M2,2023-04-12,causal_smoothing,518,cafeteria,0
1,M2,2023-04-12,causal_smoothing,518,cleaning,0
1,M2,2023-04-12,causal_smoothing,518,hallway,4
1,M2,2023-04-12,causal_smoothing,518,kitchen,0
1,M2,2023-04-12,causal_smoothing,518,nurse station,1
1,M2,2023-04-12,causal_smoothing,520,501,0
1,M2,2023-04-12,causal_smoothing,520,502,0
1,M2,2023-04-12,causal_smoothing,520,505,0
1,M2,2023-04-12,causal_smoothing,520,506,0
1,M2,2023-04-12,causal_smoothing,520,511,0
1,M2,2023-04-12,causal_smoothing,520,512,0
1,M2,2023-04-12,causal_smoothing,520,513,0
1,M2,2023-04-12,causal_smoothing,520,515,0
1,M2,2023-04-12,causal_smoothing,520,517,0
1,M2,2023-04-12,causal_smoothing,520,518,10
1,M2,2023-04-12,causal_smoothing,520,520,162
1,M2,2023-04-12,causal_smoothing,520,522,2
1,M2,2023-04-12,causal_smoothing,520,523,0
1,M2,2023-04-12,causal_smoothing,520,cafeteria,0
1,M2,2023-04-12,causal_smoothing,520,cleaning,0
1,M2,2023-04-12,causal_smoothing,520,hallway,15
1,M2,2023-04-12,causal_smoothing,520,kitchen,0
1,M2,2023-04-12,causal_smoothing,520,nurse station,1
1,M2,2023-04-12,causal_smoothing,522,501,0
1,M2,2023-04-12,causal_smoothing,522,502,0
1,M2,2023-04-12,causal_smoothing,522,505,0
1,M2,2023-04-12,causal_smoothing,522,506,0
1,M2,2023-04-12,causal_smoothing,522,511,1
1,M2,2023-04-12,causal_smoothing,522,512,0
1,M2,2023-04-12,causal_smoothing,522,513,0
1,M2,2023-04-12,causal_smoothing,522,515,0
1,M2,2023-04-12,causal_smoothing,522,517,0
1,M2,2023-04-12,causal_smoothing,522,518,0
1,M2,2023-04-12,causal_smoothing,522,520,1
1,M2,2023-04-12,causal_smoothing,522,522,13
1,M2,2023-04-12,causal_smoothing,522,523,2
1,M2,2023-04-12,causal_smoothing,522,cafeteria,0
1,M2,2023-04-12,causal_smoothing,522,cleaning,0
1,M2,2023-04-12,causal_smoothing,522,hallway,0
1,M2,2023-04-12,causal_smoothing,522,kitchen,0
1,M2,2023-04-12,causal_smoothing,522,nurse station,0
1,M2,2023-04-12,causal_smoothing,523,501,0
1,M2,2023-04-12,causal_smoothing,523,502,0
1,M2,2023-04-12,causal_smoothing,523,505,0
1,M2,2023-04-12,causal_smoothing,523,506,0
1,M2,2023-04-12,causal_smoothing,523,511,4
1,M2,2023-04-12,causal_smoothing,523,512,39
1,M2,2023-04-12,causal_smoothing,523,513,0
1,M2,2023-04-12,causal_smoothing,523,515,0
1,M2,2023-04-12,causal_smoothing,523,517,0
1,M2,2023-04-12,causal_smoothing,523,518,0
1,M2,2023-04-12,causal_smoothing,523,520,0
1,M2,2023-04-12,causal_smoothing,523,522,4
1,M2,2023-04-12,causal_smoothing,523,523,58
1,M2,2023-04-12,causal_smoothing,523,cafeteria,0
1,M2,2023-04-12,causal_smoothing,523,cleaning,0
1,M2,2023-04-12,causal_smoothing,523,hallway,5
1,M2,2023-04-12,causal_smoothing,523,kitchen,0
1,M2,2023-04-12,causal_smoothing,523,nurse station,0
1,M2,2023-04-12,causal_smoothing,cafeteria,501,0
1,M2,2023-04-12,causal_smoothing,cafeteria,502,0
1,M2,2023-04-12,causal_smoothing,cafeteria,505,1
1,M2,2023-04-12,causal_smoothing,cafeteria,506,28
1,M2,2023-04-12,causal_smoothing,cafeteria,511,0
1,M2,2023-04-12,causal_smoothing,cafeteria,512,0
1,M2,2023-04-12,causal_smoothing,cafeteria,513,0
1,M2,2023-04-12,causal_smoothing,cafeteria,515,0
1,M2,2023-04-12,causal_smoothing,cafeteria,517,0
1,M2,2023-04-12,causal_smoothing,cafeteria,518,4
1,M2,2023-04-12,causal_smoothing,cafeteria,520,0
1,M2,2023-04-12,causal_smoothing,cafeteria,522,0
1,M2,2023-04-12,causal_smoothing,cafeteria,523,0
1,M2,2023-04-12,causal_smoothing,cafeteria,cafeteria,149
1,M2,2023-04-12,causal_smoothing,cafeteria,cleaning,19
1,M2,2023-04-12,causal_smoothing,cafeteria,hallway,0
1,M2,2023-04-12,causal_smoothing,cafeteria,kitchen,695
1,M2,2023-04-12,causal_smoothing,cafeteria,nurse station,352
1,M2,2023-04-12,causal_smoothing,cleaning,501,0
1,M2,2023-04-12,causal_smoothing,cleaning,502,0
1,M2,2023-04-12,causal_smoothing,cleaning,505,2
1,M2,2023-04-12,causal_smoothing,cleaning,506,144
1,M2,2023-04-12,causal_smoothing,cleaning,511,0
1,M2,2023-04-12,causal_smoothing,cleaning,512,0
1,M2,2023-04-12,causal_smoothing,cleaning,513,0
1,M2,2023-04-12,causal_smoothing,cleaning,515,0
1,M2,2023-04-12,causal_smoothing,cleaning,517,12
1,M2,2023-04-12,causal_smoothing,cleaning,518,1
1,M2,2023-04-12,causal_smoothing,cleaning,520,3
1,M2,2023-04-12,causal_smoothing,cleaning,522,0
1,M2,2023-04-12,causal_smoothing,cleaning,523,0
1,M2,2023-04-12,causal_smoothing,cleaning,cafeteria,8
1,M2,2023-04-12,causal_smoothing,cleaning,cleaning,154
1,M2,2023-04-12,causal_smoothing,cleaning,hallway,9
1,M2,2023-04-12,causal_smoothing,cleaning,kitchen,14
1,M2,2023-04-12,causal_smoothing,cleaning,nurse station,128
1,M2,2023-04-12,causal_smoothing,hallway,501,0
1,M2,2023-04-12,causal_smoothing,hallway,502,0
1,M2,2023-04-12,causal_smoothing,hallway,505,3
1,M2,2023-04-12,causal_smoothing,hallway,506,10
1,M2,2023-04-12,causal_smoothing,hallway,511,0
1,M2,2023-04-12,causal_smoothing,hallway,512,0
1,M2,2023-04-12,causal_smoothing,hallway,513,0
1,M2,2023-04-12,causal_smoothing,hallway,515,0
1,M2,2023-04-12,causal_smoothing,hallway,517,1
1,M2,2023-04-12,causal_smoothing,hallway,518,3
1,M2,2023-04-12,causal_smoothing,hallway,520,5
1,M2,2023-04-12,causal_smoothing,hallway,522,0
1,M2,2023-04-12,causal_smoothing,hallway,523,0
1,M2,2023-04-12,causal_smoothing,hallway,cafeteria,15
1,M2,2023-04-12,causal_smoothing,hallway,cleaning,16
1,M2,2023-04-12,causal_smoothing,hallway,hallway,1
1,M2,2023-04-12,causal_smoothing,hallway,kitchen,5
1,M2,2023-04-12,causal_smoothing,hallway,nurse station,267
1,M2,2023-04-12,causal_smoothing,kitchen,501,0
1,M2,2023-04-12,causal_smoothing,kitchen,502,0
1,M2,2023-04-12,causal_smoothing,kitchen,505,6
1,M2,2023-04-12,causal_smoothing,kitchen,506,24
1,M2,2023-04-12,causal_smoothing,kitchen,511,1
1,M2,2023-04-12,causal_smoothing,kitchen,512,0
1,M2,2023-04-12,causal_smoothing,kitchen,513,0
1,M2,2023-04-12,causal_smoothing,kitchen,515,0
1,M2,2023-04-12,causal_smoothing,kitchen,517,0
1,M2,2023-04-12,causal_smoothing,kitchen,518,1
1,M2,2023-04-12,causal_smoothing,kitchen,520,1
1,M2,2023-04-12,causal_smoothing,kitchen,522,0
1,M2,2023-04-12,causal_smoothing,kitchen,523,0
1,M2,2023-04-12,causal_smoothing,kitchen,cafeteria,70
1,M2,2023-04-12,causal_smoothing,kitchen,cleaning,17
1,M2,2023-04-12,causal_smoothing,kitchen,hallway,8
1,M2,2023-04-12,causal_smoothing,kitchen,kitchen,1440
1,M2,2023-04-12,causal_smoothing,kitchen,nurse station,135
1,M2,2023-04-12,causal_smoothing,nurse station,501,0
1,M2,2023-04-12,causal_smoothing,nurse station,502,0
1,M2,2023-04-12,causal_smoothing,nurse station,505,0
1,M2,2023-04-12,causal_smoothing,nurse station,506,41
1,M2,2023-04-12,causal_smoothing,nurse station,511,6
1,M2,2023-04-12,causal_smoothing,nurse station,512,7
1,M2,2023-04-12,causal_smoothing,nurse station,513,0
1,M2,2023-04-12,causal_smoothing,nurse station,515,1
1,M2,2023-04-12,causal_smoothing,nurse station,517,2
1,M2,2023-04-12,causal_smoothing,nurse station,518,17
1,M2,2023-04-12,causal_smoothing,nurse station,520,54
1,M2,2023-04-12,causal_smoothing,nurse station,522,2
1,M2,2023-04-12,causal_smoothing,nurse station,523,7
1,M2,2023-04-12,causal_smoothing,nurse station,cafeteria,27
1,M2,2023-04-12,causal_smoothing,nurse station,cleaning,51
1,M2,2023-04-12,causal_smoothing,nurse station,hallway,20
1,M2,2023-04-12,causal_smoothing,nurse station,kitchen,34
1,M2,2023-04-12,causal_smoothing,nurse station,nurse station,996
1,M2,2023-04-12,fixed_decoder,501,501,0
1,M2,2023-04-12,fixed_decoder,501,502,0
1,M2,2023-04-12,fixed_decoder,501,505,0
1,M2,2023-04-12,fixed_decoder,501,506,0
1,M2,2023-04-12,fixed_decoder,501,511,0
1,M2,2023-04-12,fixed_decoder,501,512,0
1,M2,2023-04-12,fixed_decoder,501,513,2
1,M2,2023-04-12,fixed_decoder,501,515,8
