window_seconds,variant,test_day,decoder,true_room,pred_room,count
3,M5,2023-04-10,causal_smoothing,501,520,0
3,M5,2023-04-10,causal_smoothing,501,523,1
3,M5,2023-04-10,causal_smoothing,501,cafeteria,0
3,M5,2023-04-10,causal_smoothing,501,cleaning,0
3,M5,2023-04-10,causal_smoothing,501,hallway,0
3,M5,2023-04-10,causal_smoothing,501,kitchen,0
3,M5,2023-04-10,causal_smoothing,501,nurse station,0
3,M5,2023-04-10,causal_smoothing,506,501,0
3,M5,2023-04-10,causal_smoothing,506,506,22
3,M5,2023-04-10,causal_smoothing,506,508,0
3,M5,2023-04-10,causal_smoothing,506,511,0
3,M5,2023-04-10,causal_smoothing,506,516,0
3,M5,2023-04-10,causal_smoothing,506,520,0
3,M5,2023-04-10,causal_smoothing,506,523,0
3,M5,2023-04-10,causal_smoothing,506,cafeteria,0
3,M5,2023-04-10,causal_smoothing,506,cleaning,2
3,M5,2023-04-10,causal_smoothing,506,hallway,0
3,M5,2023-04-10,causal_smoothing,506,kitchen,0
3,M5,2023-04-10,causal_smoothing,506,nurse station,0
3,M5,2023-04-10,causal_smoothing,508,501,0
3,M5,2023-04-10,causal_smoothing,508,506,0
3,M5,2023-04-10,causal_smoothing,508,508,4
3,M5,2023-04-10,causal_smoothing,508,511,0
3,M5,2023-04-10,causal_smoothing,508,516,0
3,M5,2023-04-10,causal_smoothing,508,520,9
3,M5,2023-04-10,causal_smoothing,508,523,0
3,M5,2023-04-10,causal_smoothing,508,cafeteria,0
3,M5,2023-04-10,causal_smoothing,508,cleaning,0
3,M5,2023-04-10,causal_smoothing,508,hallway,0
3,M5,2023-04-10,causal_smoothing,508,kitchen,0
3,M5,2023-04-10,causal_smoothing,508,nurse station,0
3,M5,2023-04-10,causal_smoothing,511,501,0
3,M5,2023-04-10,causal_smoothing,511,506,0
3,M5,2023-04-10,causal_smoothing,511,508,0
3,M5,2023-04-10,causal_smoothing,511,511,0
3,M5,2023-04-10,causal_smoothing,511,516,0
3,M5,2023-04-10,causal_smoothing,511,520,0
3,M5,2023-04-10,causal_smoothing,511,523,0
3,M5,2023-04-10,causal_smoothing,511,cafeteria,0
3,M5,2023-04-10,causal_smoothing,511,cleaning,0
3,M5,2023-04-10,causal_smoothing,511,hallway,0
3,M5,2023-04-10,causal_smoothing,511,kitchen,0
3,M5,2023-04-10,causal_smoothing,511,nurse station,17
3,M5,2023-04-10,causal_smoothing,516,501,0
3,M5,2023-04-10,causal_smoothing,516,506,0
3,M5,2023-04-10,causal_smoothing,516,508,0
3,M5,2023-04-10,causal_smoothing,516,511,0
3,M5,2023-04-10,causal_smoothing,516,516,4
3,M5,2023-04-10,causal_smoothing,516,520,0
3,M5,2023-04-10,causal_smoothing,516,523,0
3,M5,2023-04-10,causal_smoothing,516,cafeteria,0
3,M5,2023-04-10,causal_smoothing,516,cleaning,0
3,M5,2023-04-10,causal_smoothing,516,hallway,0
3,M5,2023-04-10,causal_smoothing,516,kitchen,0
3,M5,2023-04-10,causal_smoothing,516,nurse station,0
3,M5,2023-04-10,causal_smoothing,520,501,0
3,M5,2023-04-10,causal_smoothing,520,506,0
3,M5,2023-04-10,causal_smoothing,520,508,3
3,M5,2023-04-10,causal_smoothing,520,511,0
3,M5,2023-04-10,causal_smoothing,520,516,0
3,M5,2023-04-10,causal_smoothing,520,520,17
3,M5,2023-04-10,causal_smoothing,520,523,0
3,M5,2023-04-10,causal_smoothing,520,cafeteria,0
3,M5,2023-04-10,causal_smoothing,520,cleaning,0
3,M5,2023-04-10,causal_smoothing,520,hallway,0
3,M5,2023-04-10,causal_smoothing,520,kitchen,0
3,M5,2023-04-10,causal_smoothing,520,nurse station,0
3,M5,2023-04-10,causal_smoothing,523,501,0
3,M5,2023-04-10,causal_smoothing,523,506,0
3,M5,2023-04-10,causal_smoothing,523,508,0
3,M5,2023-04-10,causal_smoothing,523,511,1
3,M5,2023-04-10,causal_smoothing,523,516,0
3,M5,2023-04-10,causal_smoothing,523,520,3
3,M5,2023-04-10,causal_smoothing,523,523,61
3,M5,2023-04-10,causal_smoothing,523,cafeteria,0
3,M5,2023-04-10,causal_smoothing,523,cleaning,0
3,M5,2023-04-10,causal_smoothing,523,hallway,0
3,M5,2023-04-10,causal_smoothing,523,kitchen,0
3,M5,2023-04-10,causal_smoothing,523,nurse station,1
3,M5,2023-04-10,causal_smoothing,cafeteria,501,0
3,M5,2023-04-10,causal_smoothing,cafeteria,506,2
3,M5,2023-04-10,causal_smoothing,cafeteria,508,16
3,M5,2023-04-10,causal_smoothing,cafeteria,511,0
3,M5,2023-04-10,causal_smoothing,cafeteria,516,0
3,M5,2023-04-10,causal_smoothing,cafeteria,520,7
3,M5,2023-04-10,causal_smoothing,cafeteria,523,15
3,M5,2023-04-10,causal_smoothing,cafeteria,cafeteria,187
3,M5,2023-04-10,causal_smoothing,cafeteria,cleaning,18
3,M5,2023-04-10,causal_smoothing,cafeteria,hallway,3
3,M5,2023-04-10,causal_smoothing,cafeteria,kitchen,349
3,M5,2023-04-10,causal_smoothing,cafeteria,nurse station,102
3,M5,2023-04-10,causal_smoothing,cleaning,501,0
3,M5,2023-04-10,causal_smoothing,cleaning,506,5
3,M5,2023-04-10,causal_smoothing,cleaning,508,0
3,M5,2023-04-10,causal_smoothing,cleaning,511,0
3,M5,2023-04-10,causal_smoothing,cleaning,516,0
3,M5,2023-04-10,causal_smoothing,cleaning,520,0
3,M5,2023-04-10,causal_smoothing,cleaning,523,0
3,M5,2023-04-10,causal_smoothing,cleaning,cafeteria,0
3,M5,2023-04-10,causal_smoothing,cleaning,cleaning,16
3,M5,2023-04-10,causal_smoothing,cleaning,hallway,0
3,M5,2023-04-10,causal_smoothing,cleaning,kitchen,0
3,M5,2023-04-10,causal_smoothing,cleaning,nurse station,2
3,M5,2023-04-10,causal_smoothing,hallway,501,0
3,M5,2023-04-10,causal_smoothing,hallway,506,1
3,M5,2023-04-10,causal_smoothing,hallway,508,38
3,M5,2023-04-10,causal_smoothing,hallway,511,9
3,M5,2023-04-10,causal_smoothing,hallway,516,16
3,M5,2023-04-10,causal_smoothing,hallway,520,71
3,M5,2023-04-10,causal_smoothing,hallway,523,23
3,M5,2023-04-10,causal_smoothing,hallway,cafeteria,1
3,M5,2023-04-10,causal_smoothing,hallway,cleaning,5
3,M5,2023-04-10,causal_smoothing,hallway,hallway,4
3,M5,2023-04-10,causal_smoothing,hallway,kitchen,2
3,M5,2023-04-10,causal_smoothing,hallway,nurse station,45
3,M5,2023-04-10,causal_smoothing,kitchen,501,0
3,M5,2023-04-10,causal_smoothing,kitchen,506,0
3,M5,2023-04-10,causal_smoothing,kitchen,508,1
3,M5,2023-04-10,causal_smoothing,kitchen,511,0
3,M5,2023-04-10,causal_smoothing,kitchen,516,0
3,M5,2023-04-10,causal_smoothing,kitchen,520,0
3,M5,2023-04-10,causal_smoothing,kitchen,523,11
3,M5,2023-04-10,causal_smoothing,kitchen,cafeteria,39
3,M5,2023-04-10,causal_smoothing,kitchen,cleaning,1
3,M5,2023-04-10,causal_smoothing,kitchen,hallway,1
3,M5,2023-04-10,causal_smoothing,kitchen,kitchen,350
3,M5,2023-04-10,causal_smoothing,kitchen,nurse station,8
3,M5,2023-04-10,causal_smoothing,nurse station,501,0
3,M5,2023-04-10,causal_smoothing,nurse station,506,2
3,M5,2023-04-10,causal_smoothing,nurse station,508,23
3,M5,2023-04-10,causal_smoothing,nurse station,511,0
3,M5,2023-04-10,causal_smoothing,nurse station,516,0
3,M5,2023-04-10,causal_smoothing,nurse station,520,18
3,M5,2023-04-10,causal_smoothing,nurse station,523,4
3,M5,2023-04-10,causal_smoothing,nurse station,cafeteria,93
3,M5,2023-04-10,causal_smoothing,nurse station,cleaning,3
3,M5,2023-04-10,causal_smoothing,nurse station,hallway,6
3,M5,2023-04-10,causal_smoothing,nurse station,kitchen,23
3,M5,2023-04-10,causal_smoothing,nurse station,nurse station,1071
3,M5,2023-04-10,fixed_decoder,501,501,18
3,M5,2023-04-10,fixed_decoder,501,506,0
3,M5,2023-04-10,fixed_decoder,501,508,0
3,M5,2023-04-10,fixed_decoder,501,511,0
3,M5,2023-04-10,fixed_decoder,501,516,2
3,M5,2023-04-10,fixed_decoder,501,520,0
3,M5,2023-04-10,fixed_decoder,501,523,0
3,M5,2023-04-10,fixed_decoder,501,cafeteria,0
3,M5,2023-04-10,fixed_decoder,501,cleaning,0
3,M5,2023-04-10,fixed_decoder,501,hallway,0
3,M5,2023-04-10,fixed_decoder,501,kitchen,0
3,M5,2023-04-10,fixed_decoder,501,nurse station,2
3,M5,2023-04-10,fixed_decoder,506,501,0
3,M5,2023-04-10,fixed_decoder,506,506,20
3,M5,2023-04-10,fixed_decoder,506,508,0
3,M5,2023-04-10,fixed_decoder,506,511,0
3,M5,2023-04-10,fixed_decoder,506,516,0
3,M5,2023-04-10,fixed_decoder,506,520,0
3,M5,2023-04-10,fixed_decoder,506,523,0
3,M5,2023-04-10,fixed_decoder,506,cafeteria,0
3,M5,2023-04-10,fixed_decoder,506,cleaning,4
3,M5,2023-04-10,fixed_decoder,506,hallway,0
3,M5,2023-04-10,fixed_decoder,506,kitchen,0
3,M5,2023-04-10,fixed_decoder,506,nurse station,0
3,M5,2023-04-10,fixed_decoder,508,501,0
3,M5,2023-04-10,fixed_decoder,508,506,0
3,M5,2023-04-10,fixed_decoder,508,508,4
3,M5,2023-04-10,fixed_decoder,508,511,0
3,M5,2023-04-10,fixed_decoder,508,516,0
3,M5,2023-04-10,fixed_decoder,508,520,4
3,M5,2023-04-10,fixed_decoder,508,523,0
3,M5,2023-04-10,fixed_decoder,508,cafeteria,0
3,M5,2023-04-10,fixed_decoder,508,cleaning,0
3,M5,2023-04-10,fixed_decoder,508,hallway,0
3,M5,2023-04-10,fixed_decoder,508,kitchen,0
3,M5,2023-04-10,fixed_decoder,508,nurse station,5
3,M5,2023-04-10,fixed_decoder,511,501,0
3,M5,2023-04-10,fixed_decoder,511,506,0
3,M5,2023-04-10,fixed_decoder,511,508,0
3,M5,2023-04-10,fixed_decoder,511,511,0
3,M5,2023-04-10,fixed_decoder,511,516,0
3,M5,2023-04-10,fixed_decoder,511,520,0
3,M5,2023-04-10,fixed_decoder,511,523,0
3,M5,2023-04-10,fixed_decoder,511,cafeteria,0
3,M5,2023-04-10,fixed_decoder,511,cleaning,0
3,M5,2023-04-10,fixed_decoder,511,hallway,0
3,M5,2023-04-10,fixed_decoder,511,kitchen,0
3,M5,2023-04-10,fixed_decoder,511,nurse station,17
3,M5,2023-04-10,fixed_decoder,516,501,0
3,M5,2023-04-10,fixed_decoder,516,506,0
3,M5,2023-04-10,fixed_decoder,516,508,0
3,M5,2023-04-10,fixed_decoder,516,511,0
3,M5,2023-04-10,fixed_decoder,516,516,0
3,M5,2023-04-10,fixed_decoder,516,520,0
3,M5,2023-04-10,fixed_decoder,516,523,0
3,M5,2023-04-10,fixed_decoder,516,cafeteria,0
3,M5,2023-04-10,fixed_decoder,516,cleaning,0
3,M5,2023-04-10,fixed_decoder,516,hallway,0
3,M5,2023-04-10,fixed_decoder,516,kitchen,0
3,M5,2023-04-10,fixed_decoder,516,nurse station,4
3,M5,2023-04-10,fixed_decoder,520,501,0
3,M5,2023-04-10,fixed_decoder,520,506,0
3,M5,2023-04-10,fixed_decoder,520,508,0
3,M5,2023-04-10,fixed_decoder,520,511,0
3,M5,2023-04-10,fixed_decoder,520,516,0
3,M5,2023-04-10,fixed_decoder,520,520,20
3,M5,2023-04-10,fixed_decoder,520,523,0
3,M5,2023-04-10,fixed_decoder,520,cafeteria,0
3,M5,2023-04-10,fixed_decoder,520,cleaning,0
3,M5,2023-04-10,fixed_decoder,520,hallway,0
3,M5,2023-04-10,fixed_decoder,520,kitchen,0
3,M5,2023-04-10,fixed_decoder,520,nurse station,0
3,M5,2023-04-10,fixed_decoder,523,501,0
3,M5,2023-04-10,fixed_decoder,523,506,0
3,M5,2023-04-10,fixed_decoder,523,508,0
3,M5,2023-04-10,fixed_decoder,523,511,0
3,M5,2023-04-10,fixed_decoder,523,516,0
3,M5,2023-04-10,fixed_decoder,523,520,0
3,M5,2023-04-10,fixed_decoder,523,523,54
3,M5,2023-04-10,fixed_decoder,523,cafeteria,0
3,M5,2023-04-10,fixed_decoder,523,cleaning,0
3,M5,2023-04-10,fixed_decoder,523,hallway,0
3,M5,2023-04-10,fixed_decoder,523,kitchen,0
3,M5,2023-04-10,fixed_decoder,523,nurse station,12
3,M5,2023-04-10,fixed_decoder,cafeteria,501,0
3,M5,2023-04-10,fixed_decoder,cafeteria,506,0
3,M5,2023-04-10,fixed_decoder,cafeteria,508,0
3,M5,2023-04-10,fixed_decoder,cafeteria,511,0
3,M5,2023-04-10,fixed_decoder,cafeteria,516,0
3,M5,2023-04-10,fixed_decoder,cafeteria,520,0
3,M5,2023-04-10,fixed_decoder,cafeteria,523,17
3,M5,2023-04-10,fixed_decoder,cafeteria,cafeteria,209
3,M5,2023-04-10,fixed_decoder,cafeteria,cleaning,0
3,M5,2023-04-10,fixed_decoder,cafeteria,hallway,0
3,M5,2023-04-10,fixed_decoder,cafeteria,kitchen,333
3,M5,2023-04-10,fixed_decoder,cafeteria,nurse station,140
3,M5,2023-04-10,fixed_decoder,cleaning,501,0
3,M5,2023-04-10,fixed_decoder,cleaning,506,0
3,M5,2023-04-10,fixed_decoder,cleaning,508,0
3,M5,2023-04-10,fixed_decoder,cleaning,511,0
3,M5,2023-04-10,fixed_decoder,cleaning,516,0
3,M5,2023-04-10,fixed_decoder,cleaning,520,0
3,M5,2023-04-10,fixed_decoder,cleaning,523,0
3,M5,2023-04-10,fixed_decoder,cleaning,cafeteria,1
3,M5,2023-04-10,fixed_decoder,cleaning,cleaning,9
3,M5,2023-04-10,fixed_decoder,cleaning,hallway,0
3,M5,2023-04-10,fixed_decoder,cleaning,kitchen,0
3,M5,2023-04-10,fixed_decoder,cleaning,nurse station,13
3,M5,2023-04-10,fixed_decoder,hallway,501,3
3,M5,2023-04-10,fixed_decoder,hallway,506,0
3,M5,2023-04-10,fixed_decoder,hallway,508,0
3,M5,2023-04-10,fixed_decoder,hallway,511,0
3,M5,2023-04-10,fixed_decoder,hallway,516,6
3,M5,2023-04-10,fixed_decoder,hallway,520,110
3,M5,2023-04-10,fixed_decoder,hallway,523,31
3,M5,2023-04-10,fixed_decoder,hallway,cafeteria,6
3,M5,2023-04-10,fixed_decoder,hallway,cleaning,5
3,M5,2023-04-10,fixed_decoder,hallway,hallway,0
3,M5,2023-04-10,fixed_decoder,hallway,kitchen,4
3,M5,2023-04-10,fixed_decoder,hallway,nurse station,50
3,M5,2023-04-10,fixed_decoder,kitchen,501,0
3,M5,2023-04-10,fixed_decoder,kitchen,506,0
3,M5,2023-04-10,fixed_decoder,kitchen,508,0
3,M5,2023-04-10,fixed_decoder,kitchen,511,0
3,M5,2023-04-10,fixed_decoder,kitchen,516,0
3,M5,2023-04-10,fixed_decoder,kitchen,520,0
3,M5,2023-04-10,fixed_decoder,kitchen,523,12
3,M5,2023-04-10,fixed_decoder,kitchen,cafeteria,62
3,M5,2023-04-10,fixed_decoder,kitchen,cleaning,0
3,M5,2023-04-10,fixed_decoder,kitchen,hallway,0
3,M5,2023-04-10,fixed_decoder,kitchen,kitchen,333
3,M5,2023-04-10,fixed_decoder,kitchen,nurse station,4
3,M5,2023-04-10,fixed_decoder,nurse station,501,0
3,M5,2023-04-10,fixed_decoder,nurse station,506,0
3,M5,2023-04-10,fixed_decoder,nurse station,508,0
3,M5,2023-04-10,fixed_decoder,nurse station,511,0
3,M5,2023-04-10,fixed_decoder,nurse station,516,0
3,M5,2023-04-10,fixed_decoder,nurse station,520,35
3,M5,2023-04-10,fixed_decoder,nurse station,523,9
3,M5,2023-04-10,fixed_decoder,nurse station,cafeteria,59
3,M5,2023-04-10,fixed_decoder,nurse station,cleaning,0
3,M5,2023-04-10,fixed_decoder,nurse station,hallway,0
3,M5,2023-04-10,fixed_decoder,nurse station,kitchen,22
3,M5,2023-04-10,fixed_decoder,nurse station,nurse station,1118
3,M5,2023-04-11,raw,502,502,3
3,M5,2023-04-11,raw,502,511,0
3,M5,2023-04-11,raw,502,512,0
3,M5,2023-04-11,raw,502,513,0
3,M5,2023-04-11,raw,502,516,1
3,M5,2023-04-11,raw,502,517,0
3,M5,2023-04-11,raw,502,518,0
3,M5,2023-04-11,raw,502,520,0
3,M5,2023-04-11,raw,502,522,0
3,M5,2023-04-11,raw,502,523,0
3,M5,2023-04-11,raw,502,cafeteria,0
3,M5,2023-04-11,raw,502,cleaning,0
3,M5,2023-04-11,raw,502,hallway,0
3,M5,2023-04-11,raw,502,kitchen,0
3,M5,2023-04-11,raw,502,nurse station,0
3,M5,2023-04-11,raw,511,502,0
3,M5,2023-04-11,raw,511,511,10
3,M5,2023-04-11,raw,511,512,0
3,M5,2023-04-11,raw,511,513,0
3,M5,2023-04-11,raw,511,516,0
3,M5,2023-04-11,raw,511,517,0
3,M5,2023-04-11,raw,511,518,0
3,M5,2023-04-11,raw,511,520,3
3,M5,2023-04-11,raw,511,522,1
3,M5,2023-04-11,raw,511,523,3
3,M5,2023-04-11,raw,511,cafeteria,0
3,M5,2023-04-11,raw,511,cleaning,0
3,M5,2023-04-11,raw,511,hallway,5
3,M5,2023-04-11,raw,511,kitchen,0
3,M5,2023-04-11,raw,511,nurse station,0
3,M5,2023-04-11,raw,512,502,0
3,M5,2023-04-11,raw,512,511,0
3,M5,2023-04-11,raw,512,512,60
3,M5,2023-04-11,raw,512,513,0
3,M5,2023-04-11,raw,512,516,0
3,M5,2023-04-11,raw,512,517,0
3,M5,2023-04-11,raw,512,518,0
3,M5,2023-04-11,raw,512,520,0
3,M5,2023-04-11,raw,512,522,2
3,M5,2023-04-11,raw,512,523,3
3,M5,2023-04-11,raw,512,cafeteria,0
3,M5,2023-04-11,raw,512,cleaning,0
3,M5,2023-04-11,raw,512,hallway,0
3,M5,2023-04-11,raw,512,kitchen,0
3,M5,2023-04-11,raw,512,nurse station,0
3,M5,2023-04-11,raw,513,502,1
3,M5,2023-04-11,raw,513,511,0
3,M5,2023-04-11,raw,513,512,0
3,M5,2023-04-11,raw,513,513,5
3,M5,2023-04-11,raw,513,516,0
3,M5,2023-04-11,raw,513,517,1
3,M5,2023-04-11,raw,513,518,0
3,M5,2023-04-11,raw,513,520,0
3,M5,2023-04-11,raw,513,522,0
3,M5,2023-04-11,raw,513,523,0
3,M5,2023-04-11,raw,513,cafeteria,0
3,M5,2023-04-11,raw,513,cleaning,0
3,M5,2023-04-11,raw,513,hallway,0
3,M5,2023-04-11,raw,513,kitchen,0
3,M5,2023-04-11,raw,513,nurse station,0
3,M5,2023-04-11,raw,516,502,3
3,M5,2023-04-11,raw,516,511,0
3,M5,2023-04-11,raw,516,512,0
3,M5,2023-04-11,raw,516,513,1
3,M5,2023-04-11,raw,516,516,0
3,M5,2023-04-11,raw,516,517,1
3,M5,2023-04-11,raw,516,518,0
3,M5,2023-04-11,raw,516,520,0
3,M5,2023-04-11,raw,516,522,0
3,M5,2023-04-11,raw,516,523,0
3,M5,2023-04-11,raw,516,cafeteria,0
3,M5,2023-04-11,raw,516,cleaning,0
3,M5,2023-04-11,raw,516,hallway,0
3,M5,2023-04-11,raw,516,kitchen,0
3,M5,2023-04-11,raw,516,nurse station,0
3,M5,2023-04-11,raw,517,502,3
3,M5,2023-04-11,raw,517,511,0
3,M5,2023-04-11,raw,517,512,0
3,M5,2023-04-11,raw,517,513,0
3,M5,2023-04-11,raw,517,516,0
3,M5,2023-04-11,raw,517,517,3
3,M5,2023-04-11,raw,517,518,0
3,M5,2023-04-11,raw,517,520,0
3,M5,2023-04-11,raw,517,522,0
3,M5,2023-04-11,raw,517,523,0
3,M5,2023-04-11,raw,517,cafeteria,0
3,M5,2023-04-11,raw,517,cleaning,0
3,M5,2023-04-11,raw,517,hallway,0
3,M5,2023-04-11,raw,517,kitchen,1
3,M5,2023-04-11,raw,517,nurse station,0
3,M5,2023-04-11,raw,518,502,0
3,M5,2023-04-11,raw,518,511,0
3,M5,2023-04-11,raw,518,512,0
3,M5,2023-04-11,raw,518,513,0
3,M5,2023-04-11,raw,518,516,0
3,M5,2023-04-11,raw,518,517,0
3,M5,2023-04-11,raw,518,518,0
3,M5,2023-04-11,raw,518,520,1
3,M5,2023-04-11,raw,518,522,0
3,M5,2023-04-11,raw,518,523,0
3,M5,2023-04-11,raw,518,cafeteria,0
3,M5,2023-04-11,raw,518,cleaning,0
3,M5,2023-04-11,raw,518,hallway,1
3,M5,2023-04-11,raw,518,kitchen,0
3,M5,2023-04-11,raw,518,nurse station,0
3,M5,2023-04-11,raw,520,502,0
3,M5,2023-04-11,raw,520,511,0
3,M5,2023-04-11,raw,520,512,0
3,M5,2023-04-11,raw,520,513,0
3,M5,2023-04-11,raw,520,516,0
3,M5,2023-04-11,raw,520,517,0
3,M5,2023-04-11,raw,520,518,0
3,M5,2023-04-11,raw,520,520,11
3,M5,2023-04-11,raw,520,522,0
3,M5,2023-04-11,raw,520,523,0
3,M5,2023-04-11,raw,520,cafeteria,0
3,M5,2023-04-11,raw,520,cleaning,0
3,M5,2023-04-11,raw,520,hallway,3
3,M5,2023-04-11,raw,520,kitchen,0
3,M5,2023-04-11,raw,520,nurse station,0
3,M5,2023-04-11,raw,522,502,0
3,M5,2023-04-11,raw,522,511,2
3,M5,2023-04-11,raw,522,512,1
3,M5,2023-04-11,raw,522,513,1
3,M5,2023-04-11,raw,522,516,0
3,M5,2023-04-11,raw,522,517,0
3,M5,2023-04-11,raw,522,518,0
3,M5,2023-04-11,raw,522,520,4
3,M5,2023-04-11,raw,522,522,55
3,M5,2023-04-11,raw,522,523,21
3,M5,2023-04-11,raw,522,cafeteria,0
3,M5,2023-04-11,raw,522,cleaning,0
3,M5,2023-04-11,raw,522,hallway,6
3,M5,2023-04-11,raw,522,kitchen,0
3,M5,2023-04-11,raw,522,nurse station,1
3,M5,2023-04-11,raw,523,502,0
3,M5,2023-04-11,raw,523,511,0
3,M5,2023-04-11,raw,523,512,9
3,M5,2023-04-11,raw,523,513,0
3,M5,2023-04-11,raw,523,516,0
3,M5,2023-04-11,raw,523,517,0
3,M5,2023-04-11,raw,523,518,0
3,M5,2023-04-11,raw,523,520,0
3,M5,2023-04-11,raw,523,522,0
3,M5,2023-04-11,raw,523,523,19
3,M5,2023-04-11,raw,523,cafeteria,0
3,M5,2023-04-11,raw,523,cleaning,0
3,M5,2023-04-11,raw,523,hallway,2
3,M5,2023-04-11,raw,523,kitchen,0
3,M5,2023-04-11,raw,523,nurse station,0
3,M5,2023-04-11,raw,cafeteria,502,1
3,M5,2023-04-11,raw,cafeteria,511,0
3,M5,2023-04-11,raw,cafeteria,512,0
3,M5,2023-04-11,raw,cafeteria,513,1
3,M5,2023-04-11,raw,cafeteria,516,0
3,M5,2023-04-11,raw,cafeteria,517,0
3,M5,2023-04-11,raw,cafeteria,518,1
3,M5,2023-04-11,raw,cafeteria,520,0
3,M5,2023-04-11,raw,cafeteria,522,0
3,M5,2023-04-11,raw,cafeteria,523,0
3,M5,2023-04-11,raw,cafeteria,cafeteria,255
3,M5,2023-04-11,raw,cafeteria,cleaning,20
3,M5,2023-04-11,raw,cafeteria,hallway,8
3,M5,2023-04-11,raw,cafeteria,kitchen,196
3,M5,2023-04-11,raw,cafeteria,nurse station,69
3,M5,2023-04-11,raw,cleaning,502,0
3,M5,2023-04-11,raw,cleaning,511,0
3,M5,2023-04-11,raw,cleaning,512,0
3,M5,2023-04-11,raw,cleaning,513,0
3,M5,2023-04-11,raw,cleaning,516,0
3,M5,2023-04-11,raw,cleaning,517,0
3,M5,2023-04-11,raw,cleaning,518,0
3,M5,2023-04-11,raw,cleaning,520,0
3,M5,2023-04-11,raw,cleaning,522,0
3,M5,2023-04-11,raw,cleaning,523,0
3,M5,2023-04-11,raw,cleaning,cafeteria,3
3,M5,2023-04-11,raw,cleaning,cleaning,12
3,M5,2023-04-11,raw,cleaning,hallway,3
3,M5,2023-04-11,raw,cleaning,kitchen,0
3,M5,2023-04-11,raw,cleaning,nurse station,6
3,M5,2023-04-11,raw,hallway,502,0
3,M5,2023-04-11,raw,hallway,511,0
3,M5,2023-04-11,raw,hallway,512,0
3,M5,2023-04-11,raw,hallway,513,1
3,M5,2023-04-11,raw,hallway,516,1
3,M5,2023-04-11,raw,hallway,517,0
3,M5,2023-04-11,raw,hallway,518,0
3,M5,2023-04-11,raw,hallway,520,0
3,M5,2023-04-11,raw,hallway,522,0
3,M5,2023-04-11,raw,hallway,523,0
3,M5,2023-04-11,raw,hallway,cafeteria,2
3,M5,2023-04-11,raw,hallway,cleaning,0
3,M5,2023-04-11,raw,hallway,hallway,3
3,M5,2023-04-11,raw,hallway,kitchen,2
3,M5,2023-04-11,raw,hallway,nurse station,0
3,M5,2023-04-11,raw,kitchen,502,0
3,M5,2023-04-11,raw,kitchen,511,1
3,M5,2023-04-11,raw,kitchen,512,0
3,M5,2023-04-11,raw,kitchen,513,0
3,M5,2023-04-11,raw,kitchen,516,0
3,M5,2023-04-11,raw,kitchen,517,0
3,M5,2023-04-11,raw,kitchen,518,0
3,M5,2023-04-11,raw,kitchen,520,0
3,M5,2023-04-11,raw,kitchen,522,0
3,M5,2023-04-11,raw,kitchen,523,0
3,M5,2023-04-11,raw,kitchen,cafeteria,396
3,M5,2023-04-11,raw,kitchen,cleaning,2
3,M5,2023-04-11,raw,kitchen,hallway,4
3,M5,2023-04-11,raw,kitchen,kitchen,248
3,M5,2023-04-11,raw,kitchen,nurse station,13
3,M5,2023-04-11,raw,nurse station,502,0
3,M5,2023-04-11,raw,nurse station,511,14
3,M5,2023-04-11,raw,nurse station,512,2
3,M5,2023-04-11,raw,nurse station,513,0
3,M5,2023-04-11,raw,nurse station,516,0
3,M5,2023-04-11,raw,nurse station,517,0
3,M5,2023-04-11,raw,nurse station,518,5
3,M5,2023-04-11,raw,nurse station,520,30
3,M5,2023-04-11,raw,nurse station,522,0
3,M5,2023-04-11,raw,nurse station,523,2
3,M5,2023-04-11,raw,nurse station,cafeteria,87
3,M5,2023-04-11,raw,nurse station,cleaning,76
3,M5,2023-04-11,raw,nurse station,hallway,118
3,M5,2023-04-11,raw,nurse station,kitchen,38
3,M5,2023-04-11,raw,nurse station,nurse station,958
3,M5,2023-04-11,causal_smoothing,502,502,4
3,M5,2023-04-11,causal_smoothing,502,511,0
3,M5,2023-04-11,causal_smoothing,502,512,0
3,M5,2023-04-11,causal_smoothing,502,513,0
3,M5,2023-04-11,causal_smoothing,502,516,0
3,M5,2023-04-11,causal_smoothing,502,517,0
3,M5,2023-04-11,causal_smoothing,502,518,0
3,M5,2023-04-11,causal_smoothing,502,520,0
3,M5,2023-04-11,causal_smoothing,502,522,0
3,M5,2023-04-11,causal_smoothing,502,523,0
3,M5,2023-04-11,causal_smoothing,502,cafeteria,0
3,M5,2023-04-11,causal_smoothing,502,cleaning,0
3,M5,2023-04-11,causal_smoothing,502,hallway,0
3,M5,2023-04-11,causal_smoothing,502,kitchen,0
3,M5,2023-04-11,causal_smoothing,502,nurse station,0
3,M5,2023-04-11,causal_smoothing,511,502,0
3,M5,2023-04-11,causal_smoothing,511,511,11
3,M5,2023-04-11,causal_smoothing,511,512,0
3,M5,2023-04-11,causal_smoothing,511,513,0
3,M5,2023-04-11,causal_smoothing,511,516,0
3,M5,2023-04-11,causal_smoothing,511,517,0
3,M5,2023-04-11,causal_smoothing,511,518,0
3,M5,2023-04-11,causal_smoothing,511,520,4
3,M5,2023-04-11,causal_smoothing,511,522,0
3,M5,2023-04-11,causal_smoothing,511,523,3
3,M5,2023-04-11,causal_smoothing,511,cafeteria,0
